tanggal,pasar,curah_hujan_mm,suhu_avg,suhu_max,suhu_min
2026-05-13,Pasar Cileunyi,0.3,23.6,29.9,18.6
2026-05-14,Pasar Cileunyi,2.8,23.4,29.1,18.8
2026-05-15,Pasar Cileunyi,8.5,23.3,30.0,19.1
2026-05-16,Pasar Cileunyi,6.6,23.2,28.1,20.6
2026-05-17,Pasar Cileunyi,1.7,23.5,29.7,19.4
2026-05-18,Pasar Cileunyi,0.6,23.9,31.0,18.0
2026-05-19,Pasar Cileunyi,3.9,23.8,29.5,19.7
2026-05-20,Pasar Cileunyi,13.8,23.2,28.0,19.5
2026-05-21,Pasar Cileunyi,5.3,23.5,29.9,19.6
2026-05-22,Pasar Cileunyi,2.2,23.5,28.7,19.9
2026-05-23,Pasar Cileunyi,11.0,22.8,27.4,20.4
2026-05-24,Pasar Cileunyi,13.7,22.4,27.8,19.7
2026-05-25,Pasar Cileunyi,0.6,22.9,27.0,19.2
2026-05-26,Pasar Cileunyi,0.4,23.7,30.0,18.5
2026-05-27,Pasar Cileunyi,0.1,23.4,29.2,20.2
2026-05-28,Pasar Cileunyi,0.0,23.0,29.4,17.7
2026-05-29,Pasar Cileunyi,0.6,23.1,29.8,18.2
2026-05-30,Pasar Cileunyi,0.1,23.6,28.7,19.9
2026-05-31,Pasar Cileunyi,1.1,23.2,28.5,19.9
2026-06-01,Pasar Cileunyi,3.2,23.3,29.5,18.0
2026-06-02,Pasar Cileunyi,3.5,23.6,29.0,18.7
2026-06-03,Pasar Cileunyi,3.6,23.6,28.6,20.2
2026-06-04,Pasar Cileunyi,3.4,23.3,28.8,19.2
2026-06-05,Pasar Cileunyi,1.5,23.7,29.6,20.3
2026-06-06,Pasar Cileunyi,0.0,23.9,29.8,18.7
2026-06-07,Pasar Cileunyi,0.0,22.8,29.0,18.4
2026-06-08,Pasar Cileunyi,0.0,22.4,29.0,17.3
2026-06-09,Pasar Cileunyi,0.0,22.4,29.3,17.0
2026-06-10,Pasar Cileunyi,0.0,22.0,29.0,15.6
2026-06-11,Pasar Cileunyi,0.1,23.0,29.6,18.1
2026-06-12,Pasar Cileunyi,0.0,23.0,28.9,17.9
2026-06-13,Pasar Cileunyi,1.7,22.3,25.1,19.6
2026-06-14,Pasar Cileunyi,0.3,23.1,27.8,19.9
2026-06-15,Pasar Cileunyi,1.7,23.3,28.8,19.1
2026-06-16,Pasar Cileunyi,0.0,22.8,28.6,18.8
2026-06-17,Pasar Cileunyi,0.0,22.6,28.9,18.5
2026-06-18,Pasar Cileunyi,0.0,22.4,28.8,17.4
2026-06-19,Pasar Cileunyi,0.0,22.9,29.8,17.3
2026-06-20,Pasar Cileunyi,0.4,23.6,29.4,19.4
2026-06-21,Pasar Cileunyi,1.1,23.2,29.4,18.0
2026-06-22,Pasar Cileunyi,0.3,23.9,29.4,19.8
2026-06-23,Pasar Cileunyi,7.6,22.7,26.5,20.7
2026-06-24,Pasar Cileunyi,0.0,23.1,28.8,19.5
2026-06-25,Pasar Cileunyi,7.1,22.1,27.3,18.0
2026-06-26,Pasar Cileunyi,0.3,22.6,28.8,17.5
2026-06-27,Pasar Cileunyi,1.0,23.4,28.6,19.6
2026-06-28,Pasar Cileunyi,0.0,22.9,28.6,18.5
2026-06-29,Pasar Cileunyi,0.0,21.9,28.8,16.2
2026-06-30,Pasar Cileunyi,0.0,21.5,28.9,15.4
2026-07-01,Pasar Cileunyi,0.0,21.9,28.8,14.9
2026-07-02,Pasar Cileunyi,0.0,22.7,29.1,18.5
2026-07-03,Pasar Cileunyi,0.3,22.6,29.5,17.3
2026-07-04,Pasar Cileunyi,1.6,22.8,29.5,17.2
2026-07-05,Pasar Cileunyi,0.8,22.9,29.7,17.8
2026-07-06,Pasar Cileunyi,0.0,23.0,29.0,18.8
2026-07-07,Pasar Cileunyi,0.0,21.6,27.5,17.0
2026-07-08,Pasar Cileunyi,0.0,21.0,27.8,16.1
2026-07-09,Pasar Cileunyi,0.0,20.6,26.4,14.6
2026-07-10,Pasar Cileunyi,0.0,20.6,27.3,14.7
2026-07-11,Pasar Cileunyi,0.0,21.4,27.9,15.5
2026-07-12,Pasar Cileunyi,0.0,21.6,28.2,16.0
2026-07-13,Pasar Cileunyi,0.0,21.9,28.7,16.7
2026-07-14,Pasar Cileunyi,0.0,22.4,29.4,16.8
2026-07-15,Pasar Cileunyi,1.2,22.5,29.7,17.1
2026-07-16,Pasar Cileunyi,0.1,23.0,29.4,18.5
2026-07-17,Pasar Cileunyi,1.4,23.1,29.9,17.4
2026-07-18,Pasar Cileunyi,0.0,22.4,29.9,16.0
2026-07-19,Pasar Cileunyi,0.0,22.3,29.8,16.4
2026-07-20,Pasar Cileunyi,0.3,22.3,29.0,16.9
2026-07-21,Pasar Cileunyi,1.4,22.1,28.4,17.4
2026-07-22,Pasar Cileunyi,0.0,21.4,27.7,16.4
2026-07-23,Pasar Cileunyi,0.0,21.2,27.4,17.4
2026-07-24,Pasar Cileunyi,0.0,20.6,27.9,16.0
2026-07-25,Pasar Cileunyi,0.0,20.2,26.5,15.9
2026-07-26,Pasar Cileunyi,0.0,20.8,28.5,13.4
2026-07-27,Pasar Cileunyi,0.0,21.4,29.1,14.3
2026-07-28,Pasar Cileunyi,0.6,22.2,30.6,15.8
2026-07-29,Pasar Cileunyi,1.5,22.7,30.0,17.4
2026-07-30,Pasar Cileunyi,6.2,23.1,30.4,17.9
2026-07-31,Pasar Cileunyi,1.7,23.2,30.5,18.2
2026-08-01,Pasar Cileunyi,1.0,23.3,30.4,17.7
2026-08-02,Pasar Cileunyi,1.1,23.3,29.3,18.7
2026-08-03,Pasar Cileunyi,0.8,23.8,30.9,18.8
2026-08-04,Pasar Cileunyi,0.0,23.7,31.0,17.9
2026-08-05,Pasar Cileunyi,0.0,23.4,30.5,17.4
2026-08-06,Pasar Cileunyi,0.0,23.4,30.7,16.8
2026-08-07,Pasar Cileunyi,0.0,23.8,31.2,18.3
2026-08-08,Pasar Cileunyi,0.0,24.0,31.5,19.1
2026-08-09,Pasar Cileunyi,0.0,22.4,31.2,14.4
2026-08-10,Pasar Cileunyi,0.6,22.7,30.9,16.5
2026-08-11,Pasar Cileunyi,0.0,23.6,31.1,17.5
2026-08-12,Pasar Cileunyi,0.0,23.2,30.5,16.8
2026-08-13,Pasar Cileunyi,0.0,23.6,31.4,16.8
2026-08-14,Pasar Cileunyi,1.9,24.1,32.3,18.4
2026-08-15,Pasar Cileunyi,3.3,23.7,30.9,18.9
2026-08-16,Pasar Cileunyi,2.3,24.0,30.6,17.9
2026-08-17,Pasar Cileunyi,2.4,23.7,29.4,20.0
2026-08-18,Pasar Cileunyi,0.0,24.2,31.2,18.9
2026-08-19,Pasar Cileunyi,1.4,24.2,30.3,19.7
2026-08-20,Pasar Cileunyi,1.2,24.0,30.3,19.1
2026-08-21,Pasar Cileunyi,0.1,23.9,31.0,19.2
2026-08-22,Pasar Cileunyi,1.3,23.8,31.4,17.5
2024-08-22,Pasar Banjaran,0.0,25.6,33.1,18.9
2024-08-23,Pasar Banjaran,0.1,24.9,32.0,18.0
2024-08-24,Pasar Banjaran,0.0,23.6,31.9,15.5
2024-08-25,Pasar Banjaran,0.0,23.4,32.2,14.9
2024-08-26,Pasar Banjaran,0.0,24.3,32.2,16.7
2024-08-27,Pasar Banjaran,0.0,23.5,31.5,17.0
2024-08-28,Pasar Banjaran,0.0,23.5,32.2,14.0
2024-08-29,Pasar Banjaran,1.1,24.0,30.9,18.8
2024-08-30,Pasar Banjaran,0.0,23.8,31.6,15.9
2024-08-31,Pasar Banjaran,0.0,24.4,32.0,16.6
2024-09-01,Pasar Banjaran,0.0,25.4,31.6,18.6
2024-09-02,Pasar Banjaran,0.1,26.0,33.3,19.7
2024-09-03,Pasar Banjaran,0.0,25.0,33.0,17.1
2024-09-04,Pasar Banjaran,0.0,24.9,33.5,16.8
2024-09-05,Pasar Banjaran,0.5,24.1,31.3,18.4
2024-09-06,Pasar Banjaran,0.0,24.9,32.1,18.6
2024-09-07,Pasar Banjaran,0.0,24.3,31.8,18.2
2024-09-08,Pasar Banjaran,2.1,24.2,32.4,17.8
2024-09-09,Pasar Banjaran,11.2,23.1,30.2,18.5
2024-09-10,Pasar Banjaran,7.2,22.6,26.7,18.6
2024-09-11,Pasar Banjaran,6.6,23.6,28.9,20.3
2024-09-12,Pasar Banjaran,0.0,23.6,29.4,18.3
2024-09-13,Pasar Banjaran,0.0,21.6,29.0,15.5
2024-09-14,Pasar Banjaran,0.0,21.0,29.0,13.7
2024-09-15,Pasar Banjaran,0.0,21.7,29.1,14.0
2024-09-16,Pasar Banjaran,0.0,21.3,29.5,12.2
2024-09-17,Pasar Banjaran,0.0,21.5,29.4,13.2
2024-09-18,Pasar Banjaran,0.0,21.4,29.9,11.9
2024-09-19,Pasar Banjaran,0.0,21.8,30.2,12.4
2024-09-20,Pasar Banjaran,0.0,23.1,30.4,15.2
2024-09-21,Pasar Banjaran,0.0,24.6,31.0,17.4
2024-09-22,Pasar Banjaran,1.9,25.1,32.4,18.8
2024-09-23,Pasar Banjaran,2.7,24.6,29.0,21.1
2024-09-24,Pasar Banjaran,3.0,22.7,26.6,19.0
2024-09-25,Pasar Banjaran,1.5,23.5,30.9,18.5
2024-09-26,Pasar Banjaran,0.1,23.7,30.2,18.3
2024-09-27,Pasar Banjaran,0.5,24.3,30.9,18.7
2024-09-28,Pasar Banjaran,1.6,24.2,31.6,18.3
2024-09-29,Pasar Banjaran,1.7,23.6,30.9,17.7
2024-09-30,Pasar Banjaran,0.0,24.7,31.9,17.6
2024-10-01,Pasar Banjaran,1.9,24.3,31.6,18.3
2024-10-02,Pasar Banjaran,3.4,23.9,30.5,19.3
2024-10-03,Pasar Banjaran,4.3,23.6,30.5,18.2
2024-10-04,Pasar Banjaran,1.5,23.5,30.6,18.1
2024-10-05,Pasar Banjaran,1.7,23.0,30.6,16.5
2024-10-06,Pasar Banjaran,2.9,23.1,30.5,17.6
2024-10-07,Pasar Banjaran,0.0,24.6,32.3,17.8
2024-10-08,Pasar Banjaran,0.1,24.7,32.0,17.7
2024-10-09,Pasar Banjaran,0.9,25.1,32.1,18.1
2024-10-10,Pasar Banjaran,2.3,23.7,32.1,17.8
2024-10-11,Pasar Banjaran,0.4,25.3,32.0,18.6
2024-10-12,Pasar Banjaran,0.9,25.6,32.9,19.1
2024-10-13,Pasar Banjaran,0.0,25.8,33.4,19.2
2024-10-14,Pasar Banjaran,0.6,25.5,32.9,18.8
2024-10-15,Pasar Banjaran,0.0,25.4,33.1,18.7
2024-10-16,Pasar Banjaran,0.0,24.3,33.3,15.2
2024-10-17,Pasar Banjaran,0.0,23.7,31.9,14.8
2024-10-18,Pasar Banjaran,0.0,24.6,31.3,16.6
2024-10-19,Pasar Banjaran,0.0,24.9,31.3,17.0
2024-10-20,Pasar Banjaran,0.0,25.0,32.0,18.0
2024-10-21,Pasar Banjaran,0.0,25.1,31.5,19.3
2024-10-22,Pasar Banjaran,1.1,24.9,31.9,19.0
2024-10-23,Pasar Banjaran,0.1,25.5,32.2,19.8
2024-10-24,Pasar Banjaran,0.1,25.4,31.7,19.2
2024-10-25,Pasar Banjaran,0.0,25.8,32.6,18.7
2024-10-26,Pasar Banjaran,0.0,25.4,32.4,18.2
2024-10-27,Pasar Banjaran,12.9,23.8,31.7,19.3
2024-10-28,Pasar Banjaran,0.9,24.0,31.7,17.8
2024-10-29,Pasar Banjaran,0.0,24.8,33.1,17.6
2024-10-30,Pasar Banjaran,0.1,25.0,32.8,16.7
2024-10-31,Pasar Banjaran,1.3,24.4,31.8,18.1
2024-11-01,Pasar Banjaran,2.4,23.9,31.7,19.1
2024-11-02,Pasar Banjaran,7.7,24.0,30.6,20.9
2024-11-03,Pasar Banjaran,19.8,22.5,28.0,20.0
2024-11-04,Pasar Banjaran,19.1,22.9,27.3,20.4
2024-11-05,Pasar Banjaran,14.0,22.8,28.4,18.7
2024-11-06,Pasar Banjaran,15.9,22.6,28.2,19.2
2024-11-07,Pasar Banjaran,1.8,22.9,30.1,16.5
2024-11-08,Pasar Banjaran,0.6,24.3,29.5,19.0
2024-11-09,Pasar Banjaran,3.2,22.9,28.0,18.8
2024-11-10,Pasar Banjaran,1.3,23.1,28.4,19.5
2024-11-11,Pasar Banjaran,5.9,22.9,26.0,20.6
2024-11-12,Pasar Banjaran,2.7,23.2,28.9,19.7
2024-11-13,Pasar Banjaran,1.0,23.9,29.8,19.6
2024-11-14,Pasar Banjaran,3.0,23.8,29.9,18.7
2024-11-15,Pasar Banjaran,2.7,24.0,30.0,19.0
2024-11-16,Pasar Banjaran,3.2,23.7,28.0,19.9
2024-11-17,Pasar Banjaran,18.0,23.3,29.4,19.3
2024-11-18,Pasar Banjaran,32.5,23.5,28.7,20.9
2024-11-19,Pasar Banjaran,1.6,23.3,28.1,18.8
2024-11-20,Pasar Banjaran,6.8,23.3,29.2,19.2
2024-11-21,Pasar Banjaran,7.3,23.5,28.0,20.8
2024-11-22,Pasar Banjaran,6.3,23.5,27.9,20.3
2024-11-23,Pasar Banjaran,5.9,23.0,27.4,19.9
2024-11-24,Pasar Banjaran,3.1,23.3,27.9,21.0
2024-11-25,Pasar Banjaran,1.4,23.8,28.2,20.9
2024-11-26,Pasar Banjaran,3.3,23.7,28.2,19.9
2024-11-27,Pasar Banjaran,8.4,23.4,29.1,20.1
2024-11-28,Pasar Banjaran,2.4,23.9,28.6,21.3
2024-11-29,Pasar Banjaran,0.2,24.2,28.5,20.3
2024-11-30,Pasar Banjaran,0.3,24.0,28.6,19.9
2024-12-01,Pasar Banjaran,5.9,23.9,28.4,20.4
2024-12-02,Pasar Banjaran,20.6,22.8,27.9,19.7
2024-12-03,Pasar Banjaran,25.6,22.1,24.7,20.5
2024-12-04,Pasar Banjaran,8.2,22.4,25.4,20.3
2024-12-05,Pasar Banjaran,14.4,23.4,26.7,20.8
2024-12-06,Pasar Banjaran,8.7,23.4,26.8,21.7
2024-12-07,Pasar Banjaran,5.0,23.9,28.0,20.5
2024-12-08,Pasar Banjaran,5.8,23.9,27.1,20.5
2024-12-09,Pasar Banjaran,1.1,23.3,27.1,21.0
2024-12-10,Pasar Banjaran,3.3,23.7,28.4,20.4
2024-12-11,Pasar Banjaran,17.5,23.8,28.3,21.2
2024-12-12,Pasar Banjaran,0.5,25.0,29.5,21.0
2024-12-13,Pasar Banjaran,1.9,24.7,29.2,21.8
2024-12-14,Pasar Banjaran,7.5,23.7,27.1,21.5
2024-12-15,Pasar Banjaran,8.5,22.8,27.2,21.0
2024-12-16,Pasar Banjaran,4.9,23.2,28.7,20.8
2024-12-17,Pasar Banjaran,1.1,23.8,26.9,20.8
2024-12-18,Pasar Banjaran,20.9,23.1,27.5,19.7
2024-12-19,Pasar Banjaran,1.3,23.9,29.4,19.2
2024-12-20,Pasar Banjaran,6.5,23.7,28.5,20.8
2024-12-21,Pasar Banjaran,1.4,24.0,27.7,21.4
2024-12-22,Pasar Banjaran,4.9,23.3,27.0,20.8
2024-12-23,Pasar Banjaran,22.6,23.0,27.2,20.4
2024-12-24,Pasar Banjaran,9.9,22.6,25.4,20.8
2024-12-25,Pasar Banjaran,9.0,23.2,28.3,20.9
2024-12-26,Pasar Banjaran,0.1,23.8,28.0,20.1
2024-12-27,Pasar Banjaran,2.1,23.8,27.8,20.6
2024-12-28,Pasar Banjaran,0.4,24.2,28.4,20.5
2024-12-29,Pasar Banjaran,0.0,23.4,27.5,20.2
2024-12-30,Pasar Banjaran,1.1,23.1,28.0,20.6
2024-12-31,Pasar Banjaran,1.0,23.9,28.0,20.9
2025-01-01,Pasar Banjaran,3.9,23.0,28.9,20.2
2025-01-02,Pasar Banjaran,0.7,23.9,28.8,20.1
2025-01-03,Pasar Banjaran,1.7,24.0,29.7,18.4
2025-01-04,Pasar Banjaran,16.5,22.9,28.2,18.2
2025-01-05,Pasar Banjaran,14.6,23.0,27.2,19.9
2025-01-06,Pasar Banjaran,8.7,22.8,28.7,18.4
2025-01-07,Pasar Banjaran,19.2,22.9,27.5,19.5
2025-01-08,Pasar Banjaran,2.6,22.7,25.9,19.8
2025-01-09,Pasar Banjaran,8.1,22.0,24.4,19.6
2025-01-10,Pasar Banjaran,12.6,23.0,27.4,20.0
2025-01-11,Pasar Banjaran,19.1,23.0,27.9,19.9
2025-01-12,Pasar Banjaran,3.5,23.4,28.0,20.0
2025-01-13,Pasar Banjaran,3.2,23.1,27.5,19.9
2025-01-14,Pasar Banjaran,7.9,22.4,26.0,19.6
2025-01-15,Pasar Banjaran,8.8,23.4,27.5,20.3
2025-01-16,Pasar Banjaran,1.0,23.3,27.2,20.8
2025-01-17,Pasar Banjaran,12.0,22.9,26.8,20.4
2025-01-18,Pasar Banjaran,5.0,22.9,26.4,20.4
2025-01-19,Pasar Banjaran,1.5,23.2,27.4,20.4
2025-01-20,Pasar Banjaran,12.8,22.2,26.0,20.7
2025-01-21,Pasar Banjaran,9.2,22.8,27.1,20.7
2025-01-22,Pasar Banjaran,4.8,23.4,27.4,21.0
2025-01-23,Pasar Banjaran,3.5,23.5,27.9,21.0
2025-01-24,Pasar Banjaran,12.3,22.8,26.4,21.0
2025-01-25,Pasar Banjaran,0.2,23.1,27.2,19.4
2025-01-26,Pasar Banjaran,6.8,23.1,27.4,19.3
2025-01-27,Pasar Banjaran,0.5,23.4,27.6,19.9
2025-01-28,Pasar Banjaran,12.6,22.7,26.7,19.2
2025-01-29,Pasar Banjaran,5.7,22.3,24.2,21.0
2025-01-30,Pasar Banjaran,4.1,22.0,24.3,20.5
2025-01-31,Pasar Banjaran,1.7,23.1,26.3,21.4
2025-02-01,Pasar Banjaran,2.1,23.3,26.4,21.0
2025-02-02,Pasar Banjaran,1.8,23.7,27.5,21.4
2025-02-03,Pasar Banjaran,1.7,24.1,27.9,21.1
2025-02-04,Pasar Banjaran,0.5,24.1,28.5,20.4
2025-02-05,Pasar Banjaran,6.1,23.2,26.5,20.2
2025-02-06,Pasar Banjaran,5.1,22.5,25.5,20.4
2025-02-07,Pasar Banjaran,3.5,23.0,26.6,21.3
2025-02-08,Pasar Banjaran,5.2,22.5,26.8,18.7
2025-02-09,Pasar Banjaran,3.7,22.7,26.5,18.9
2025-02-10,Pasar Banjaran,1.4,22.5,26.0,19.6
2025-02-11,Pasar Banjaran,0.2,22.7,27.4,18.0
2025-02-12,Pasar Banjaran,0.4,23.9,30.5,17.8
2025-02-13,Pasar Banjaran,2.5,23.8,29.7,19.1
2025-02-14,Pasar Banjaran,6.6,23.3,29.3,19.1
2025-02-15,Pasar Banjaran,4.7,23.5,28.8,20.9
2025-02-16,Pasar Banjaran,6.1,23.0,28.0,18.8
2025-02-17,Pasar Banjaran,4.1,22.9,26.9,20.7
2025-02-18,Pasar Banjaran,15.2,22.8,28.6,20.3
2025-02-19,Pasar Banjaran,7.3,22.3,25.8,19.8
2025-02-20,Pasar Banjaran,1.5,23.3,28.4,18.7
2025-02-21,Pasar Banjaran,6.4,23.2,27.9,19.0
2025-02-22,Pasar Banjaran,2.4,23.6,27.3,21.1
2025-02-23,Pasar Banjaran,6.0,22.7,26.2,19.9
2025-02-24,Pasar Banjaran,19.1,23.0,28.3,20.9
2025-02-25,Pasar Banjaran,13.1,23.1,27.9,20.4
2025-02-26,Pasar Banjaran,12.9,22.7,27.9,20.9
2025-02-27,Pasar Banjaran,4.9,22.5,28.2,17.8
2025-02-28,Pasar Banjaran,1.5,23.2,26.5,19.4
2025-03-01,Pasar Banjaran,0.9,23.9,28.9,20.5
2025-03-02,Pasar Banjaran,1.9,23.3,28.7,18.6
2025-03-03,Pasar Banjaran,17.2,23.0,27.3,18.8
2025-03-04,Pasar Banjaran,8.9,23.3,28.9,20.1
2025-03-05,Pasar Banjaran,0.6,23.7,29.7,18.1
2025-03-06,Pasar Banjaran,6.1,22.7,28.7,17.9
2025-03-07,Pasar Banjaran,5.3,23.3,28.1,20.1
2025-03-08,Pasar Banjaran,9.5,23.2,28.4,19.5
2025-03-09,Pasar Banjaran,4.9,22.7,26.6,19.9
2025-03-10,Pasar Banjaran,20.4,22.8,28.0,18.7
2025-03-11,Pasar Banjaran,2.1,23.8,28.7,20.3
2025-03-12,Pasar Banjaran,1.5,23.3,26.9,19.0
2025-03-13,Pasar Banjaran,7.7,23.8,27.8,20.7
2025-03-14,Pasar Banjaran,10.4,23.4,28.6,20.9
2025-03-15,Pasar Banjaran,10.6,22.4,26.5,19.5
2025-03-16,Pasar Banjaran,1.5,22.7,27.3,19.1
2025-03-17,Pasar Banjaran,9.2,22.7,27.8,19.0
2025-03-18,Pasar Banjaran,7.8,22.9,25.2,20.9
2025-03-19,Pasar Banjaran,7.0,22.9,26.7,19.7
2025-03-20,Pasar Banjaran,0.0,24.0,29.9,20.1
2025-03-21,Pasar Banjaran,1.7,23.8,27.9,21.2
2025-03-22,Pasar Banjaran,1.2,23.5,28.3,19.1
2025-03-23,Pasar Banjaran,0.2,23.4,29.3,18.7
2025-03-24,Pasar Banjaran,0.4,23.5,28.5,19.0
2025-03-25,Pasar Banjaran,1.2,23.9,28.3,20.0
2025-03-26,Pasar Banjaran,7.5,23.2,28.1,18.9
2025-03-27,Pasar Banjaran,3.9,23.8,29.8,19.5
2025-03-28,Pasar Banjaran,14.8,22.9,28.0,20.4
2025-03-29,Pasar Banjaran,0.4,23.6,28.4,19.4
2025-03-30,Pasar Banjaran,0.0,23.3,28.9,17.3
2025-03-31,Pasar Banjaran,0.2,23.4,28.6,18.4
2025-04-01,Pasar Banjaran,7.0,21.8,26.6,17.1
2025-04-02,Pasar Banjaran,12.7,22.5,26.2,19.5
2025-04-03,Pasar Banjaran,9.6,23.1,26.3,20.6
2025-04-04,Pasar Banjaran,0.8,22.5,26.7,18.8
2025-04-05,Pasar Banjaran,9.5,23.0,27.6,19.7
2025-04-06,Pasar Banjaran,1.3,23.2,28.4,19.7
2025-04-07,Pasar Banjaran,1.4,24.1,29.3,19.7
2025-04-08,Pasar Banjaran,0.1,23.5,30.0,16.7
2025-04-09,Pasar Banjaran,2.0,23.7,29.7,19.0
2025-04-10,Pasar Banjaran,2.8,23.1,27.3,19.8
2025-04-11,Pasar Banjaran,7.9,23.6,27.8,21.3
2025-04-12,Pasar Banjaran,20.7,22.6,26.3,19.5
2025-04-13,Pasar Banjaran,9.2,22.6,27.1,19.3
2025-04-14,Pasar Banjaran,6.3,22.9,27.2,20.6
2025-04-15,Pasar Banjaran,1.5,22.8,27.0,19.6
2025-04-16,Pasar Banjaran,0.4,23.7,29.9,18.4
2025-04-17,Pasar Banjaran,0.1,22.9,28.2,17.7
2025-04-18,Pasar Banjaran,6.7,22.9,27.5,19.1
2025-04-19,Pasar Banjaran,5.4,23.7,28.4,20.8
2025-04-20,Pasar Banjaran,8.8,23.6,27.9,20.3
2025-04-21,Pasar Banjaran,1.3,23.1,26.5,20.5
2025-04-22,Pasar Banjaran,0.1,23.5,28.3,18.9
2025-04-23,Pasar Banjaran,5.2,22.3,28.6,17.9
2025-04-24,Pasar Banjaran,6.0,22.3,28.0,17.7
2025-04-25,Pasar Banjaran,0.5,23.2,28.2,19.5
2025-04-26,Pasar Banjaran,3.6,22.5,25.6,18.6
2025-04-27,Pasar Banjaran,0.2,23.6,29.6,17.9
2025-04-28,Pasar Banjaran,0.1,23.4,29.5,16.0
2025-04-29,Pasar Banjaran,0.2,23.1,29.0,16.5
2025-04-30,Pasar Banjaran,0.1,23.2,30.4,15.8
2025-05-01,Pasar Banjaran,0.1,23.9,29.4,17.6
2025-05-02,Pasar Banjaran,5.8,22.7,29.3,17.0
2025-05-03,Pasar Banjaran,1.3,23.0,28.0,18.5
2025-05-04,Pasar Banjaran,9.9,23.0,27.9,19.5
2025-05-05,Pasar Banjaran,0.9,23.3,29.2,18.1
2025-05-06,Pasar Banjaran,0.2,23.3,29.3,17.9
2025-05-07,Pasar Banjaran,2.9,22.7,27.8,18.5
2025-05-08,Pasar Banjaran,7.7,22.8,28.4,18.9
2025-05-09,Pasar Banjaran,0.4,23.6,28.1,18.6
2025-05-10,Pasar Banjaran,0.9,23.8,29.4,19.5
2025-05-11,Pasar Banjaran,1.0,23.8,29.0,20.2
2025-05-12,Pasar Banjaran,0.3,23.5,28.0,19.3
2025-05-13,Pasar Banjaran,3.3,23.4,28.1,20.2
2025-05-14,Pasar Banjaran,10.1,23.1,27.9,20.6
2025-05-15,Pasar Banjaran,3.1,23.3,28.7,18.9
2025-05-16,Pasar Banjaran,13.4,23.2,27.4,20.9
2025-05-17,Pasar Banjaran,4.1,23.4,28.5,19.8
2025-05-18,Pasar Banjaran,6.9,23.0,27.8,19.1
2025-05-19,Pasar Banjaran,0.5,23.3,26.5,20.6
2025-05-20,Pasar Banjaran,0.9,23.9,28.1,20.3
2025-05-21,Pasar Banjaran,21.2,22.1,24.4,20.0
2025-05-22,Pasar Banjaran,41.1,22.7,26.9,20.3
2025-05-23,Pasar Banjaran,22.2,21.9,26.0,18.7
2025-05-24,Pasar Banjaran,9.6,23.0,26.5,20.8
2025-05-25,Pasar Banjaran,2.6,23.5,26.3,21.1
2025-05-26,Pasar Banjaran,18.0,22.5,24.7,20.9
2025-05-27,Pasar Banjaran,1.5,24.2,28.8,19.8
2025-05-28,Pasar Banjaran,0.2,24.2,28.8,19.6
2025-05-29,Pasar Banjaran,0.9,23.3,29.5,18.5
2025-05-30,Pasar Banjaran,0.0,23.4,28.9,17.7
2025-05-31,Pasar Banjaran,0.2,23.2,28.9,17.7
2025-06-01,Pasar Banjaran,0.3,22.6,27.3,18.7
2025-06-02,Pasar Banjaran,0.4,23.5,28.6,18.9
2025-06-03,Pasar Banjaran,0.6,22.6,27.4,17.5
2025-06-04,Pasar Banjaran,0.2,23.0,28.0,16.8
2025-06-05,Pasar Banjaran,0.1,23.6,29.2,18.1
2025-06-06,Pasar Banjaran,13.4,22.9,28.7,18.9
2025-06-07,Pasar Banjaran,4.4,23.2,27.5,20.1
2025-06-08,Pasar Banjaran,0.0,22.4,28.1,15.7
2025-06-09,Pasar Banjaran,0.3,22.6,29.0,16.9
2025-06-10,Pasar Banjaran,7.9,22.3,27.5,17.9
2025-06-11,Pasar Banjaran,1.1,22.4,26.5,19.4
2025-06-12,Pasar Banjaran,0.6,23.4,28.8,17.6
2025-06-13,Pasar Banjaran,0.0,24.1,29.8,18.2
2025-06-14,Pasar Banjaran,1.4,23.3,29.7,18.1
2025-06-15,Pasar Banjaran,1.4,23.5,29.3,19.6
2025-06-16,Pasar Banjaran,0.4,23.4,29.4,18.3
2025-06-17,Pasar Banjaran,1.6,22.8,27.6,19.2
2025-06-18,Pasar Banjaran,17.4,22.2,26.2,19.2
2025-06-19,Pasar Banjaran,0.0,22.6,26.4,20.2
2025-06-20,Pasar Banjaran,2.4,22.2,27.0,18.2
2025-06-21,Pasar Banjaran,5.7,22.3,27.7,18.8
2025-06-22,Pasar Banjaran,0.7,23.2,29.0,18.2
2025-06-23,Pasar Banjaran,1.0,22.8,28.4,18.1
2025-06-24,Pasar Banjaran,0.5,21.9,28.1,16.7
2025-06-25,Pasar Banjaran,0.1,21.8,27.9,17.1
2025-06-26,Pasar Banjaran,0.0,22.9,28.6,17.6
2025-06-27,Pasar Banjaran,0.0,23.0,29.3,16.5
2025-06-28,Pasar Banjaran,13.0,21.7,26.8,18.4
2025-06-29,Pasar Banjaran,1.2,21.4,26.7,17.1
2025-06-30,Pasar Banjaran,1.5,22.8,28.6,17.7
2025-07-01,Pasar Banjaran,4.5,22.2,26.7,19.0
2025-07-02,Pasar Banjaran,0.4,21.9,27.9,16.9
2025-07-03,Pasar Banjaran,0.5,22.6,27.1,18.6
2025-07-04,Pasar Banjaran,0.3,22.2,26.4,17.7
2025-07-05,Pasar Banjaran,6.4,22.3,27.3,18.6
